FID,height,area,Additional_water,Ponding_level,Average_ponding_depth
778,62,5312.5,1723.5999999995279,63.724,0.80391
783,82,625.0,975.6000000001533,82.976,0.01219
784,77,312.5,1128.2000000000694,78.128,0.00985
786,92,1250.0,304.10000000000065,92.304,0.0076
787,60,2812.5,1304.8999999999087,61.305,0.17722
788,83,937.5,1042.7000000001472,84.043,0.02408
789,105,1406.25,1655.19999999959,106.655,0.10182
790,101,1093.75,1895.5999999993714,102.896,0.12263
792,83,2500.0,1882.899999999383,84.883,0.30107
793,109,3593.75,341.7000000000092,109.342,0.02455
794,62,12500.0,2010.5999999992669,64.011,0.40765
795,83,781.25,317.5000000000037,83.318,0.00496
797,58,312.5,5259.5000000016025,63.26,0.85167
797,59,781.25,4259.499999997965,63.259,0.85167
800,102,937.5,1054.0000000001369,103.054,0.02937
801,61,937.5,1656.0999999995893,62.656,0.13561
802,67,312.5,4896.700000000283,71.897,1.04209
804,76,3125.0,2421.699999998893,78.422,0.67296
807,56,625.0,233.19999999999104,56.233,0.00291
809,61,6875.0,483.10000000004135,61.483,0.06642
811,62,468.75,5098.900000001018,67.099,0.50865
813,109,6250.0,3.4000000000000017,109.003,0.00042
814,61,312.5,1019.2000000001632,62.019,0.00691
815,133,1093.75,15.69999999999996,133.016,0.00034
818,80,156.25,4019.7999999974395,84.02,0.30958
820,107,468.75,563.2000000000595,107.563,0.00528
821,90,1718.75,2059.699999999222,92.06,0.17085
822,57,5625.0,183.99999999999383,57.184,0.02069
825,89,5000.0,2.600000000000001,89.003,0.00025
826,62,1093.75,1173.600000000028,63.174,0.1005
828,81,5000.0,1864.2999999994,82.864,0.71305
829,58,4062.5,20.50000000000002,58.02,0.00166
830,89,312.5,60.30000000000059,89.06,0.00038
831,81,937.5,674.6000000000848,81.675,0.01265
835,146,4687.5,317.6000000000037,146.318,0.02977
836,105,6562.5,553.3000000000573,105.553,0.07262
837,62,625.0,2276.8999999990247,64.277,0.47385
838,91,2187.5,160.69999999999516,91.161,0.00703
841,62,5000.0,1096.5000000000982,63.097,0.18381
841,63,38437.5,96.49999999999879,63.096,0.18381
842,62,5156.25,62.200000000000614,62.062,0.00641
843,60,3906.25,932.5000000001435,60.933,0.07285
845,82,781.25,828.1000000001197,82.828,0.01294
848,56,312.5,1009.600000000161,57.01,0.00768
849,63,156.25,460.20000000003614,63.46,0.00144
850,104,781.25,369.70000000001556,104.37,0.00578
852,60,156.25,1664.5999999995815,61.665,0.32917
855,110,156.25,1205.9999999999986,111.206,0.01214
856,59,312.5,2036.2999999992435,61.036,0.05442
858,62,2500.0,2067.0999999992155,64.067,0.23434
860,88,4375.0,1002.9000000001595,89.003,0.08884
861,75,5000.0,3419.999999997985,78.42,0.99498
862,61,1093.75,1861.2999999994026,62.861,0.13491
863,56,1406.25,1031.800000000157,57.032,0.04885
866,84,2187.5,1134.4000000000638,85.134,0.09202
868,80,2500.0,1636.499999999607,81.636,0.2091
868,81,10000.0,636.5000000000762,81.637,0.2091
869,94,468.75,1920.6999999993486,95.921,0.05828
870,106,2656.25,1612.299999999629,107.612,0.20427
874,66,625.0,3218.599999998168,69.219,0.58144
877,69,312.5,5940.000000004078,74.94,1.51161
879,89,6093.75,320.2000000000043,89.32,0.03901
883,60,4062.5,1093.7000000001008,61.094,0.17365
884,62,1562.5,2242.199999999056,64.242,0.43712
888,80,625.0,3897.8999999975504,83.898,0.68188
892,54,312.5,1272.4999999999382,55.272,0.01476
895,62,781.25,5779.0000000034925,67.779,1.62541
898,104,937.5,1232.099999999975,105.232,0.12461
900,82,781.25,1119.900000000077,83.12,0.02237
905,147,2343.75,1033.9000000001552,148.034,0.05651
906,68,312.5,4874.800000000203,72.875,1.46039
907,83,1093.75,3014.9999999983534,86.015,0.38537
908,61,6718.75,1274.6999999999362,62.275,0.36858
911,60,312.5,1842.09999999942,61.842,0.17992
913,65,625.0,4443.799999998635,69.444,0.35462
915,81,156.25,1889.0999999993774,82.889,0.02257
916,83,781.25,389.7000000000201,83.39,0.00609
919,61,3281.25,1142.2000000000567,62.142,0.16516
924,105,781.25,1034.000000000155,106.034,0.017
925,79,3437.5,3110.5999999982664,82.111,0.63047
926,118,1406.25,207.4999999999925,118.207,0.00583
928,54,937.5,7.599999999999989,54.008,0.00014
929,61,15625.0,1222.6999999999834,62.223,0.44104
933,108,1406.25,2569.7999999987583,110.57,0.15251
934,62,781.25,4375.1999999983855,66.375,0.8209
935,60,3281.25,654.8000000000803,60.655,0.04297
936,72,1406.25,3334.5999999980627,75.335,0.81262
937,59,1093.75,4032.7999999974277,63.033,0.28473
939,57,781.25,75.10000000000001,57.075,0.00117
940,58,625.0,2795.0999999985534,60.795,0.1917
947,68,781.25,4613.299999999252,72.613,0.60558
950,81,1562.5,3028.599999998341,84.029,0.36147
951,61,1250.0,1082.2000000001112,62.082,0.10332
952,80,937.5,2911.4999999984475,82.911,1.09777
952,82,41875.0,911.5000000001387,82.912,1.09777
955,57,937.5,44.000000000000355,57.044,0.00082
957,61,1718.75,3170.399999998212,64.17,0.42617
959,115,2187.5,910.1000000001384,115.91,0.03982
961,113,4687.5,628.5000000000744,113.629,0.05892
962,81,4062.5,2545.4999999987804,83.545,0.62502
962,83,10000.0,545.5000000000555,83.546,0.62502
963,60,3125.0,2018.7999999992594,62.019,0.20191
965,92,1250.0,1427.4999999997972,93.427,0.09847
965,93,7343.75,427.5000000000287,93.428,0.09847
967,88,1093.75,2307.9999999989964,90.308,0.47207
968,118,156.25,1162.700000000038,119.163,0.00973
969,94,1718.75,1411.299999999812,95.411,0.13461
971,78,468.75,1395.799999999826,79.396,0.01556
974,57,2343.75,9.399999999999983,57.009,0.00044
978,112,312.5,2076.9999999992065,114.077,0.05844
979,90,4375.0,83.89999999999951,90.084,0.00734
983,80,1093.75,3089.3999999982857,83.089,0.51665
985,55,5468.75,216.89999999999196,55.217,0.02372
986,81,625.0,2895.599999998462,83.896,0.35865
987,64,8125.0,2043.8999999992366,66.044,0.28915
988,79,625.0,4387.599999998431,83.388,0.88342
991,84,2656.25,2262.6999999990376,86.263,0.57025
992,58,3281.25,1854.199999999409,59.854,0.25515
994,72,1875.0,2950.699999998412,74.951,0.44677
999,90,1875.0,995.7000000001578,90.996,0.03734
1001,63,3125.0,3322.099999998074,66.322,0.79968
1002,101,5000.0,615.7000000000714,101.616,0.06157
1005,76,1718.75,2809.99999999854,78.81,1.00536
1007,53,468.75,131.6999999999968,53.132,0.00123
1008,105,2500.0,1180.9000000000215,106.181,0.12516
1009,108,156.25,1629.5999999996134,109.63,0.10346
1010,94,937.5,1652.4999999995925,95.652,0.22876
1010,95,15156.25,652.5000000000798,95.653,0.22876
1011,63,3750.0,2428.399999998887,65.428,0.68741
1012,94,156.25,1048.2000000001422,95.048,0.00884
1013,109,468.75,3919.5999999975306,112.92,0.45449
1014,95,4531.25,1220.999999999985,96.221,0.1645
1017,83,312.5,4076.399999997388,87.076,0.61122
1018,82,5156.25,2607.7999999987237,84.608,0.9689
1023,56,781.25,3853.399999997591,59.853,0.28646
1028,60,2500.0,356.6000000000126,60.357,0.01783
1029,93,1718.75,2081.799999999202,95.082,0.35815
1030,96,6250.0,1086.6000000001072,97.087,0.19584
1034,139,1718.75,1003.3000000001596,140.003,0.03504
1036,66,2187.5,2431.0999999988844,68.431,0.6951
1037,132,1250.0,1427.9999999997967,133.428,0.0464
1038,60,1718.75,823.6000000001187,60.824,0.02831
1040,126,1406.25,51.20000000000046,126.051,0.00144
1043,59,2343.75,1372.2999999998474,60.372,0.2481
1046,88,2812.5,3440.0999999979667,91.44,0.97817
1049,67,1718.75,4598.299999999197,71.598,1.39886
1050,77,1093.75,3352.799999998046,80.353,0.65775
1054,57,4531.25,6.799999999999992,57.007,0.00061
1055,135,1718.75,977.3000000001537,135.977,0.03359
1059,90,781.25,3103.499999998273,93.103,0.3024
1059,92,5781.25,1103.5000000000919,93.104,0.3024
1061,95,1875.0,1626.1999999996165,96.626,0.18231
1063,82,1250.0,62.60000000000062,82.063,0.00156
1064,120,625.0,2428.499999998887,122.428,0.05758
1064,122,1093.75,428.50000000002893,122.429,0.05758
1065,129,2812.5,300.3999999999998,129.3,0.01689
1071,97,1875.0,1772.999999999483,98.773,0.35877
1072,96,1718.75,2245.899999999053,98.246,0.40358
1073,71,4218.75,2917.8999999984417,73.918,1.3435
1074,62,1875.0,4263.099999997978,66.263,1.09377
1076,59,4687.5,1585.4999999996535,60.585,0.45234
1076,60,25937.5,585.5000000000646,60.586,0.45234
1077,60,2656.25,3207.899999998178,63.208,0.45803
1081,52,312.5,992.4000000001571,52.992,0.0062
1083,59,3281.25,1236.399999999971,60.236,0.15131
1090,119,156.25,2139.7999999991493,121.14,0.08128
1092,120,1093.75,2020.8999999992575,122.021,0.06491
1093,83,6250.0,3280.199999998112,86.28,0.74356
1099,102,5625.0,1111.4000000000847,103.111,0.18487
1100,101,5468.75,508.4000000000471,101.508,0.0556
1101,125,7500.0,223.2999999999916,125.223,0.03349
1103,54,2031.25,102.69999999999844,54.103,0.00417
1109,133,781.25,29.400000000000148,133.029,0.00046
1110,60,156.25,5148.700000001199,65.149,1.30267
1111,117,312.5,2161.8999999991292,119.162,0.05428
1112,84,312.5,5238.400000001526,89.238,0.39617
1113,80,937.5,3341.3999999980565,83.341,0.73242
1118,52,468.75,48.200000000000415,52.048,0.00045
1120,81,937.5,6735.3000000069715,87.735,1.37343
1122,58,2187.5,1095.2000000000994,59.095,0.0955
1124,81,11718.75,2056.8999999992247,83.057,0.45942
1125,101,781.25,1376.6999999998434,102.377,0.05329
1126,59,625.0,1039.7000000001499,60.04,0.04971
1128,79,625.0,524.0000000000506,79.524,0.00655
1129,56,2187.5,578.0000000000629,56.578,0.02529
1132,65,6093.75,1846.499999999416,66.846,0.71176
1132,66,28750.0,846.5000000001239,66.847,0.71176
1134,70,2187.5,3634.0999999977903,73.634,1.1293
1135,65,7812.5,1646.9999999995975,66.647,0.78433
1137,59,937.5,2027.8999999992511,61.028,0.20615
1138,53,625.0,215.29999999999205,53.215,0.00269
1139,54,625.0,1206.9999999999977,55.207,0.05971
1140,74,625.0,5006.100000000681,79.006,0.6885
1141,112,1562.5,205.5999999999926,112.206,0.00642
1143,84,4062.5,2648.8999999986863,86.649,1.04409
1145,84,1406.25,6959.300000007786,90.959,1.3069
1146,60,937.5,1966.5999999993069,61.967,0.98419
1147,58,2031.25,24.100000000000072,58.024,0.00098
1148,85,1875.0,6355.000000005588,91.355,1.92016
1149,58,8125.0,596.9000000000672,58.597,0.09699
1150,130,312.5,6.499999999999993,130.006,4e-05
1154,101,3593.75,773.5000000001073,101.774,0.05559
1155,60,3281.25,1963.4999999993097,61.963,0.42691
1155,61,15468.75,963.5000000001505,61.964,0.42691
1158,101,312.5,1999.2999999992771,102.999,0.09369
1162,86,4218.75,3035.7999999983344,89.036,0.67523
1165,136,5468.75,65.50000000000055,136.066,0.00716
1167,57,2968.75,590.4000000000657,57.59,0.03505
1168,129,1093.75,1043.1000000001468,130.043,0.02967
1169,57,3906.25,84.79999999999946,57.085,0.00662
1170,102,5000.0,724.3000000000961,102.724,0.07242
1172,68,1250.0,2655.2999999986805,70.655,0.5409
1175,59,156.25,1702.699999999547,60.703,0.13707
1177,51,937.5,2378.999999998932,53.379,0.13151
1179,75,625.0,3415.1999999979894,78.415,0.97779
1180,63,625.0,4028.6999999974314,67.029,0.68792
1182,51,937.5,618.8000000000721,51.619,0.0116
1183,58,10000.0,72.70000000000014,58.073,0.01454
1185,54,2812.5,1253.6999999999553,55.254,0.15296
1188,57,6250.0,202.3999999999928,57.202,0.02529
1190,103,5937.5,2010.6999999992668,105.011,0.46965
1193,71,1250.0,2290.599999999012,73.291,0.30852
1196,82,1093.75,3490.0999999979213,85.49,0.89133
1197,88,468.75,2318.399999998987,90.318,0.50406
1199,70,312.5,5242.500000001541,75.243,0.70265
1199,71,1406.25,4242.499999997903,75.242,0.70265
1201,133,1562.5,1094.2000000001003,134.094,0.04625
1203,121,937.5,1668.0999999995784,122.668,0.06885
1204,58,3750.0,267.09999999999224,58.267,0.02003
1206,65,2343.75,3200.099999998185,68.2,0.53905
1207,194,156.25,2860.199999998494,196.86,0.034
1208,81,1250.0,11.999999999999973,81.012,0.0003
1217,59,5156.25,262.5999999999912,59.263,0.02708
1222,81,312.5,666.8000000000831,81.667,0.00417
1223,60,1250.0,1063.2000000001285,61.063,0.08124
1224,84,468.75,4035.799999997425,88.036,0.59961
1227,63,18437.5,357.2000000000127,63.357,0.1317
1228,85,1875.0,2988.899999998377,87.989,1.30768
1231,108,3437.5,125.59999999999714,108.126,0.00863
1232,61,5468.75,966.4000000001512,61.966,0.10569
1233,105,5937.5,1185.1000000000176,106.185,0.26391
1234,80,7500.0,3190.5999999981937,83.191,0.67803
1235,98,781.25,2206.7999999990884,100.207,0.29325
1238,52,2031.25,283.699999999996,52.284,0.01152
1240,104,937.5,1237.7999999999697,105.238,0.03732
1243,66,625.0,4135.099999997512,70.135,0.38643
1244,141,6562.5,61.2000000000006,141.061,0.00802
1245,83,156.25,5399.900000002113,88.4,1.49138
1246,77,1875.0,2484.7999999988356,79.485,0.43496
1247,107,5000.0,2240.299999999058,109.24,0.52617
1249,51,625.0,860.6000000001271,51.861,0.01076
1252,60,781.25,4194.99999999773,64.195,0.59498
1254,60,937.5,1149.3000000000502,61.149,0.11715
1255,140,1093.75,76.39999999999993,140.076,0.00167
1256,76,1406.25,3087.099999998288,79.087,0.63673
1257,57,2968.75,739.5000000000996,57.74,0.04391
1258,56,6406.25,111.19999999999796,56.111,0.01424
1259,131,156.25,1115.9000000000806,132.116,0.0053
1260,59,2812.5,1020.4000000001635,60.02,0.07177
1261,54,2343.75,918.8000000001404,54.919,0.04307
1262,60,625.0,1889.6999999993768,61.89,0.04864
1263,61,1562.5,1001.5000000001592,62.002,0.03164
1269,101,6093.75,1401.9999999998204,102.402,0.26884
1272,109,156.25,1253.899999999955,110.254,0.01185
1274,59,2031.25,1046.9000000001433,60.047,0.05088
1275,81,781.25,5002.000000000666,86.002,0.58188
1278,53,468.75,1606.4999999996344,54.606,0.0378
1278,54,1875.0,606.5000000000693,54.607,0.0378
1280,88,937.5,3444.199999997963,91.444,0.86976
1281,91,937.5,4748.099999999742,95.748,1.26673
1285,106,5937.5,1262.3999999999473,107.262,0.31471
1288,69,2812.5,2455.799999998862,71.456,0.89049
1294,73,1406.25,2709.3999999986313,75.709,1.01649
1296,59,625.0,1238.8999999999687,60.239,0.05804
1297,138,625.0,1.3,138.001,2e-05
1299,118,156.25,1190.9000000000124,119.191,0.04667
1300,143,1875.0,65.60000000000055,143.066,0.00246
1301,62,13906.25,4.100000000000001,62.004,0.00114
1304,111,156.25,1504.9999999997267,112.505,0.01575
1305,86,937.5,7.699999999999989,86.008,0.00014
1306,59,4218.75,252.79999999998992,59.253,0.02133
1308,57,10312.5,268.1999999999925,57.268,0.0553
1310,50,1406.25,2004.999999999272,52.005,0.08817
1311,57,781.25,1635.6999999996078,58.636,0.15071
1314,63,7500.0,571.7000000000614,63.572,0.08575
1315,107,156.25,2179.0999999991136,109.179,0.27914
1318,85,781.25,21.10000000000003,85.021,0.00033
1319,56,6562.5,91.69999999999906,56.092,0.01203
1322,125,2812.5,340.10000000000883,125.34,0.01913
1323,91,1406.25,3297.6999999980962,94.298,0.53652
1324,81,2343.75,3191.9999999981924,84.192,0.68091
1329,64,3437.5,2543.3999999987823,66.543,0.91449
1331,120,1718.75,1543.9999999996912,121.544,0.09047
1334,67,4531.25,2177.9999999991146,69.178,0.52456
1335,101,1406.25,4376.999999998392,105.377,0.87258
1339,92,3125.0,1481.9999999997476,93.482,0.22366
1340,122,312.5,2318.099999998987,124.318,0.07285
1342,91,1093.75,3937.4999999975144,94.937,1.24274
1342,94,20000.0,937.5000000001446,94.938,1.24274
1343,59,1718.75,1047.8000000001425,60.048,0.06543
1344,53,312.5,986.4000000001557,53.986,0.00616
1345,81,937.5,3528.0999999978867,84.528,0.99984
1347,137,781.25,264.09999999999155,137.264,0.00413
1351,66,468.75,7163.000000008527,73.163,1.06711
1352,58,937.5,1019.1000000001632,59.019,0.03533
1355,82,2343.75,3150.79999999823,85.151,0.67987
1358,61,1562.5,2387.0999999989244,63.387,0.36196
1360,152,312.5,254.59999999998982,152.255,0.00159
1362,53,1875.0,313.30000000000274,53.313,0.01175
1364,93,781.25,3604.9999999978168,96.605,0.78297
1366,85,1406.25,78.99999999999979,85.079,0.00222
1369,79,937.5,3911.599999997538,82.912,1.39103
1373,72,312.5,2995.1999999983714,74.995,0.79376
1375,137,2343.75,515.5000000000487,137.516,0.02416
1376,78,625.0,3279.7999999981125,81.28,0.74563
1378,67,1093.75,391.5000000000205,67.392,0.00856
1382,139,781.25,15.399999999999961,139.015,0.00024
1385,83,937.5,5047.800000000832,88.048,0.89685
1388,151,781.25,279.299999999995,151.279,0.00436
1389,92,3281.25,5731.800000003321,97.732,1.98034
1391,166,781.25,41.30000000000032,166.041,0.00065
1393,131,312.5,2412.799999998901,133.413,0.05705
1395,53,781.25,1248.2999999999602,54.248,0.0389
1396,87,4375.0,2406.6999999989066,89.407,0.72552
1397,68,937.5,2771.9999999985744,70.772,0.67072
1398,57,1406.25,1026.0000000001623,58.026,0.03437
1400,64,3750.0,2104.999999999181,66.105,0.43742
1405,66,1250.0,1118.2000000000785,67.118,0.08078
1409,50,312.5,2110.499999999176,52.11,0.06001
1409,51,1875.0,1110.5000000000855,52.111,0.06001
1410,53,156.25,2244.1999999990544,55.244,0.03256
1413,121,1875.0,1072.9000000001197,122.073,0.05412
1414,88,937.5,73.20000000000012,88.073,0.00137
1416,72,2500.0,4433.499999998598,76.433,1.2094
1416,76,40625.0,433.50000000003007,76.434,1.2094
1417,55,625.0,1086.4000000001074,56.086,0.03058
1418,133,1562.5,1207.2999999999975,134.207,0.0578
1419,126,625.0,1313.8999999999005,127.314,0.04389
1420,112,2343.75,3706.6999999977243,115.707,0.41232
1421,70,1406.25,4279.799999998038,74.28,0.74327
1423,114,625.0,4459.299999998691,118.459,0.89406
1424,131,156.25,1582.0999999996566,132.582,0.06679
1425,69,2187.5,1647.7999999995968,70.648,0.19355
1426,63,7500.0,31.00000000000017,63.031,0.00465
1429,57,4218.75,529.7000000000519,57.53,0.04469
1433,51,625.0,2164.599999999127,53.165,0.10944
1437,83,6718.75,2781.5999999985656,85.782,1.26055
1438,58,625.0,861.8000000001274,58.862,0.01077
1442,58,1875.0,1340.3999999998764,59.34,0.3236
1445,157,1406.25,25.600000000000094,157.026,0.00072
1446,97,312.5,3334.9999999980623,100.335,0.35321
1447,93,1875.0,3793.4999999976453,96.793,1.37296
1447,96,50156.25,793.5000000001119,96.794,1.37296
1449,101,937.5,2554.499999998772,103.554,0.78544
1449,103,32343.75,554.5000000000575,103.555,0.78544
1452,59,17656.25,1.0999999999999999,59.001,0.00036
1455,105,1250.0,3032.999999998337,108.033,0.10555
1460,88,468.75,5146.500000001191,93.147,1.01806
1460,89,5312.5,4146.4999999975535,93.146,1.01806
1467,109,1250.0,3806.5999999976334,112.807,0.9439
1468,76,781.25,2680.3999999986577,78.68,0.29372
1469,128,781.25,2222.1999999990744,130.222,0.26108
1471,86,1718.75,2832.0999999985197,88.832,1.06381
1474,116,2968.75,1316.4999999998981,117.316,0.10981
1474,117,5000.0,316.50000000000347,117.317,0.10981
1475,145,937.5,254.9999999999898,145.255,0.00478
1476,78,937.5,3249.79999999814,81.25,0.77163
1479,146,2656.25,27.40000000000012,146.027,0.00146
1480,101,1562.5,3107.599999998269,104.108,0.68609
1482,56,3750.0,12.099999999999973,56.012,0.0009
1487,88,625.0,4036.699999997424,92.037,0.57963
1488,90,2968.75,3152.1999999982286,93.152,0.68836
1490,77,468.75,6173.200000004927,83.173,0.77401
1492,81,1562.5,4300.599999998114,85.301,0.81763
1496,52,5000.0,707.4000000000923,52.707,0.07073
1502,154,2187.5,612.1000000000706,154.612,0.02678
1503,73,1250.0,2283.6999999990185,75.284,0.55107
1510,78,5156.25,3123.999999998254,81.124,0.67378
1511,102,1093.75,5570.300000002733,107.57,1.24209
1512,71,1718.75,1289.199999999923,72.289,0.14914
1513,58,1250.0,94.99999999999888,58.095,0.00237
1514,102,2031.25,2603.4999999987276,104.603,0.23686
1514,104,4218.75,603.5000000000687,104.604,0.23686
1515,79,937.5,2456.3999999988614,81.456,0.66971
1518,53,1093.75,574.400000000062,53.574,0.01256
1519,102,312.5,3371.1999999980294,105.371,0.28519
1520,89,1718.75,2898.0999999984597,91.898,0.8105
1523,134,625.0,2114.5999999991723,136.115,0.06002
1525,140,468.75,1084.5000000001091,141.085,0.01201
1525,141,1093.75,84.49999999999947,141.084,0.01201
1526,130,156.25,1491.6999999997388,131.492,0.01388
1527,76,5312.5,2009.299999999268,78.009,0.40186
1528,84,1093.75,3979.3999999974762,87.979,1.48826
1530,148,625.0,1385.1999999998357,149.385,0.02213
1533,58,11562.5,75.49999999999999,58.075,0.01746
1536,87,625.0,3300.4999999980937,90.3,0.5956
1538,294,312.5,439.4000000000314,294.439,0.00275
1539,68,625.0,2226.89999999907,70.227,0.15708
1541,127,1250.0,3555.199999997862,130.555,0.5863
1543,70,156.25,5412.200000002158,75.412,0.84298
1549,163,781.25,685.4000000000873,163.685,0.01071
1551,87,1093.75,3131.899999998247,90.132,0.42886
1552,56,625.0,104.29999999999835,56.104,0.0013
1559,116,468.75,3460.9999999979477,119.461,0.17517
1560,110,3906.25,1522.0999999997111,111.522,0.2592
1561,105,468.75,4561.199999999062,109.561,1.62556
1566,73,10625.0,1.7000000000000004,73.002,0.00035
1568,75,28125.0,964.5000000001507,75.965,0.54252
1569,187,625.0,1157.100000000043,188.157,0.02035
1572,200,1093.75,407.3000000000241,200.407,0.00891
1574,65,7968.75,108.5999999999981,65.109,0.0173
1575,126,937.5,3165.1999999982168,129.165,0.18782
1580,84,2968.75,2063.099999999219,86.063,0.33765
1582,164,156.25,185.19999999999376,164.185,0.00058
1583,105,625.0,2577.599999998751,107.578,0.44383
1588,83,3593.75,1605.5999999996352,84.606,0.40116
1590,53,312.5,12.299999999999972,53.012,8e-05
1595,53,3281.25,507.70000000004694,53.508,0.03331
1598,143,312.5,2312.4999999989923,145.312,0.06835
1600,130,468.75,1280.0999999999312,131.28,0.04963
1601,100,312.5,4050.7999999974113,104.051,0.64437
1603,167,625.0,2543.1999999987825,169.543,0.08252
1604,144,2812.5,215.59999999999204,144.216,0.01212
1605,140,312.5,3464.7999999979443,143.465,0.10329
1605,142,156.25,2464.7999999988538,144.465,0.10329
1606,151,625.0,9.99999999999998,151.01,0.00012
1608,80,312.5,3293.5999999981,83.294,0.61084
1614,51,1093.75,1537.4999999996971,52.537,0.10585
1614,52,6718.75,537.5000000000537,52.538,0.10585
1615,155,781.25,1699.7999999995495,156.7,0.0528
1616,69,625.0,2149.3999999991406,71.149,0.38221
1618,50,625.0,519.8000000000496,50.52,0.0065
